address/city,address/state,address/zipcode,bathrooms,bedrooms,livingArea,yearBuilt,price
Seattle,WA,98116,1.0,1.0,625.0,,1200
Seattle,WA,98116,1.0,1.0,625.0,,1200
Seattle,WA,98144,2.0,2.0,940.0,,3000
Seattle,WA,98144,2.0,2.0,940.0,,3000
Seattle,WA,98106,2.0,2.0,1000.0,1942.0,2200
Seattle,WA,98106,2.0,2.0,1000.0,1942.0,2200
Seattle,WA,98115,1.0,2.0,1000.0,,1800
Seattle,WA,98144,2.0,3.0,1660.0,1904.0,3300
Seattle,WA,98144,2.0,3.0,1660.0,1904.0,3300
Seattle,WA,98116,2.0,2.0,1312.0,1978.0,3150
Seattle,WA,98116,2.0,2.0,1312.0,1978.0,3150
Seattle,WA,98144,1.0,1.0,790.0,2013.0,1600
Seattle,WA,98115,1.0,2.0,1000.0,,2400
Seattle,WA,98144,1.0,1.0,790.0,2013.0,1600
Seattle,WA,98136,2.0,2.0,989.0,1990.0,1995
Seattle,WA,98136,2.0,2.0,989.0,1990.0,1995
Seattle,WA,98144,2.5,3.0,1010.0,2007.0,2395
Seattle,WA,98103,1.0,2.0,1100.0,,1850
Seattle,WA,98144,2.5,3.0,1010.0,2007.0,2395
Seattle,WA,98116,1.0,1.0,590.0,1959.0,1500
Seattle,WA,98118,2.0,3.0,900.0,1959.0,2200
Seattle,WA,98116,1.0,1.0,590.0,1959.0,1500
Seattle,WA,98118,2.0,3.0,900.0,1959.0,2200
Seattle,WA,98125,1.0,,400.0,,999
Seattle,WA,98116,1.0,2.0,730.0,1959.0,1795
Seattle,WA,98122,1.0,1.0,670.0,1963.0,1850
Seattle,WA,98116,1.0,2.0,730.0,1959.0,1795
Seattle,WA,98122,1.0,1.0,670.0,1963.0,1850
Seattle,WA,98115,2.0,2.0,1125.0,1979.0,2095
Seattle,WA,98116,1.0,1.0,750.0,,1600
Seattle,WA,98116,1.0,1.0,750.0,,1600
Seattle,WA,98136,1.0,1.0,475.0,,1095
Seattle,WA,98118,2.0,3.0,2000.0,1945.0,3500
Seattle,WA,98103,3.0,3.0,1370.0,2007.0,2495
Seattle,WA,98118,2.0,3.0,2000.0,1945.0,3500
Seattle,WA,98136,1.0,1.0,475.0,,1095
Seattle,WA,98116,1.0,1.0,,,1095
Seattle,WA,98122,2.0,3.0,1700.0,2017.0,4500
Seattle,WA,98116,1.0,1.0,,,1095
Seattle,WA,98115,2.0,2.0,1500.0,2017.0,3650
Seattle,WA,98122,2.0,3.0,1700.0,2017.0,4500
Seattle,WA,98136,2.0,3.0,1448.0,2019.0,3000
Seattle,WA,98144,1.0,1.0,950.0,,2400
Seattle,WA,98136,2.0,3.0,1448.0,2019.0,3000
Seattle,WA,98115,1.0,2.0,1420.0,1946.0,3095
Seattle,WA,98136,1.0,2.0,900.0,,1875
Seattle,WA,98136,1.0,2.0,900.0,,1875
Seattle,WA,98144,1.0,1.0,950.0,,2400
Seattle,WA,98144,1.0,2.0,1200.0,1920.0,2500
Seattle,WA,98133,1.0,2.0,850.0,,1650
Seattle,WA,98106,1.0,2.0,820.0,,1430
Seattle,WA,98144,1.0,2.0,1200.0,1920.0,2500
Seattle,WA,98104,1.0,,315.0,1910.0,1280
Seattle,WA,98133,2.0,3.0,1340.0,,2695
Seattle,WA,98106,1.0,1.0,720.0,1943.0,1200
Seattle,WA,98106,1.0,2.0,820.0,,1430
Seattle,WA,98118,1.0,1.0,500.0,,1395
Seattle,WA,98104,1.0,,315.0,1910.0,1280
Seattle,WA,98116,1.0,2.0,1200.0,,2000
Seattle,WA,98103,2.0,2.0,2040.0,1920.0,2900
Seattle,WA,98116,1.0,2.0,1200.0,,2000
Seattle,WA,98118,2.0,6.0,100.0,,650
Seattle,WA,98118,2.0,6.0,100.0,,650
Seattle,WA,98126,1.0,1.0,900.0,,1500
Seattle,WA,98103,1.5,2.0,1200.0,,2100
Seattle,WA,98116,1.0,2.0,800.0,,2400
Seattle,WA,98122,1.0,2.0,732.0,,1995
Seattle,WA,98116,1.0,2.0,800.0,,2400
Seattle,WA,98122,1.0,2.0,732.0,,1995
Seattle,WA,98103,1.0,2.0,1250.0,,2150
Seattle,WA,98106,2.5,4.0,1800.0,,2950
