address/city,address/state,address/zipcode,bathrooms,bedrooms,livingArea,yearBuilt,price
San Francisco,CA,94132,4.0,4.0,,,6000
San Francisco,CA,94132,3.0,3.0,1613.0,1950.0,5000
San Francisco,CA,94116,3.0,6.0,1375.0,1947.0,5500
San Francisco,CA,94112,2.0,3.0,2000.0,1981.0,4844
San Francisco,CA,94112,1.0,1.0,,,1800
San Francisco,CA,94112,1.0,3.0,1125.0,1927.0,3300
San Francisco,CA,94112,2.0,3.0,1668.0,1947.0,2700
San Francisco,CA,94132,1.0,1.0,350.0,,1900
San Francisco,CA,94127,1.0,2.0,950.0,,3500
San Francisco,CA,94112,2.0,3.0,1415.0,1961.0,4500
San Francisco,CA,94127,3.0,4.0,2723.0,1942.0,6900
San Francisco,CA,94127,1.0,1.0,,,3800
San Francisco,CA,94132,2.0,2.0,1242.0,1975.0,3495
San Francisco,CA,94112,1.0,2.0,750.0,1940.0,2200
San Francisco,CA,94127,2.0,3.0,1324.0,1948.0,4500
San Francisco,CA,94112,1.0,2.0,1194.0,,2150
San Francisco,CA,94112,2.0,3.0,1300.0,,4100
San Francisco,CA,94132,3.0,3.0,1401.0,,6889
San Francisco,CA,94132,1.0,1.0,790.0,,1800
San Francisco,CA,94112,1.0,1.0,530.0,,2100
San Francisco,CA,94112,2.5,3.0,1500.0,1930.0,3800
